;Unnamed: 0;NamaSPPG;Alamat;Tanggal Opsnal;Provinsi;wilayah;Nama Kepala;Nama Yayasan;Latitude;Longitude
3168;3168;SPPG Kota Bekasi Bekasi Selatan Jakasetia 2;Jl. Pengairan Jaka setia, Bekasi Selatan, Kota Bekasi, Jawa Barat;24-07-2025;JAWA BARAT;Wilayah II;Rakha Al Hakim Gobel;Yayasan Nimara Berkah Sejahtera;-6.28123;106.96925
3170;3170;SPPG Bogor Cisarua Citeko 2;Citeko, Kecamatan Cisarua, Kabupaten Bogor, Jawa Barat 16750;24-08-2025;JAWA BARAT;Wilayah II;Salsabilla Briliana Elkafiyani;;-6.68882;106.92963
3171;3171;SPPG Bandung Barat Parongpong Sariwangi;Jalan Setraduta Hegarmanah No.24, Sariwangi, Parongpong, Kabupaten Bandung Barat, Jawa Barat;24-08-2025;JAWA BARAT;Wilayah II;ADEYA SETIA GUMILAR;;-6.87495;107.5672
3172;3172;SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2;Jalan Setia No. 22, RT 006 RW 002, Kelurahan Bojong Rawalumbu, Kecamatan Rawalumbu, Kota Bekasi, Provinsi Jawa Barat;24-08-2025;JAWA BARAT;Wilayah II;Andreas Pasada Simatupang;;-6.283;106.99209
3173;3173;SPPG Kota Bandung Buahbatu Jati Sari 2;SPPG JATI SARI 2 YAYASAN HAJARUN BERKAH ALAM, Jl. Stadion Sangkuriang No. 8/99, RT 05 RW 12, Kelurahan Jatisari, Kecamatan Buahbatu, Kota Bandung;24-08-2025;JAWA BARAT;Wilayah II;Farid Rizqy Alfaidz Mujahid;;-6.93547;107.66733
3174;3174;SPPG Majalengka Jatitujuh Jatitengah;Blok Cilangmaung Kaler Desa Jatitengah Kecamatan Jatitujuh Kabupaten Majalengka, Jatitengah, Jatitujuh, Kabupaten Majalengka, Jawa Barat;24-08-2025;JAWA BARAT;Wilayah II;ELINA HAQIE;;-6.64537;108.23019
3175;3175;SPPG Karawang Kota Baru Pucung;Jalan Mashudi RT.001/RW.004, Desa Pucung, Kecamatan Kotabaru, Kabupaten Karawang, Jawa Barat;24-08-2025;JAWA BARAT;Wilayah II;Galih Mulya Fadilah;;-6.39998;107.48343
3176;3176;SPPG Indramayu Lelea Lelea;JL. Larangan Tugu, Lelea, Lelea, Kabupaten Indramayu, Jawa Barat.;24-08-2025;JAWA BARAT;Wilayah II;Sandy Ardika Parayudha;;-6.41999;108.25397
3177;3177;SPPG Sukabumi Cisaat Nagrak 2;Kampung Cibatu Tengah RT 027 RW 004, Desa Nagrak, Kecamatan Cisaat, Kabupaten Sukabumi, Provinsi Jawa Barat;24-08-2025;JAWA BARAT;Wilayah II;Syahrul Ramdhani;;-6.90307;106.88762
3178;3178;SPPG Sukabumi Jampangtengah Sindangresmi;Kp. Ciasahan, RT. 012, RW. 003, Desa Sindangresmi, Kec. Jampangtengah, Kab. Sukabumi, Jawa Barat 43171;24-09-2025;JAWA BARAT;Wilayah II;Paisal Ramdani;;-7.02922;106.801
3179;3179;SPPG Cianjur Cikalongkulon Mekargalih;Jl. Mekar Galih Cinangsi, Mekargalih, Kec. Cikalongkulon, Kab. Cianjur, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Andi Waluya;;-6.72597;107.21482
3180;3180;SPPG Bandung Cileunyi Cimekar 3;Komp. Binakarya 2 Blok A3 No 11 Rt 01 Rw 18 , Cimekar, Cileunyi, Kabupaten Bandung, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Gemilang Sekar Widiyanti;;-6.93005;107.7432
3181;3181;SPPG Bogor Cibinong Sukahati 2;Jl. Persatuan No. 53, Sukahati, Cibinong, Kabupaten Bogor, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Muhammad Fikri Abdillah M.Han;;-6.48801;106.81618
3182;3182;SPPG Tasikmalaya Ciawi Pakemitan 2;KP KUDANG KOPI RT 004 RW 005 DESA PAKEMITAN KIDUL KECAMATAN CIAWI KABUPATEN TASIKMALAYA JAWA BARAT;24-09-2025;JAWA BARAT;Wilayah II;Arip Hidayat;;-7.1563;108.15181
3183;3183;SPPG Bogor Dramaga Dramaga;Jl. Lingkar Dramaga, Dramaga, Kec. Dramaga, Kab. Bogor, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Edy Firman Nurwandi;;-6.57694;106.73823
3184;3184;SPPG Tasikmalaya Kadipaten Pamoyanan 3;Dusun/Kampung Cipanas Rt. 006/Rw. 002, Pamoyanan, Kec. Kadipaten, Kab. Tasikmalaya, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Resti Hidayati;;-7.10953;108.10672
3185;3185;SPPG Bandung Arjasari Rancakole 2;Kampung Ciketut Rt 006 Rw 011 Desa Rancakole Kec. Arjasari Kabupaten Bandung Provinsi Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Gilang Lesmana;;-7.06705;107.67906
3186;3186;SPPG Pangandaran Parigi Parigi;Jl. Raya Parigi Cigugur Jl. Babakan Ardiyasa, Parigi, Kec. Parigi, Kab. Pangandaran, Jawa Barat 46393;24-09-2025;JAWA BARAT;Wilayah II;Dede Taufik Hidayat;;-7.6979;108.49947
3187;3187;SPPG Cianjur Warungkondang Tegallega 2;Jl. Jambudipa Kp Hatur Seah Rt 02 Rw 06 Desa Tegallega Kecamatan Warung Kondang Kabupaten Cianjur, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Mochamad Agung Sutendi;;-6.86973;107.09471
3188;3188;SPPG Tasikmalaya Cikatomas Pakemitan 2;Jl. Raya Cikatomas Blok Sman 1 Cikatomas Rt Rw01.08 Kampung Cipaku, Pakemitan, Kec. Cikatomas, Kab. Tasikmalaya, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Ari Rizki Utami;;-7.6173;108.2597
3189;3189;SPPG Cirebon Waled Mekarsari;Blok Pesantren Rt. 015 Rw. 004  Desa Mekarsari Kecamatan Waled Kabupaten Cirebon, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Nurulli Badil Hudafaizun;;-6.91227;108.70169
3190;3190;SPPG Purwakarta Tegalwaru Citalang 2;Kampung Palinggihan Rt. 007/004, Citalang, Kec. Tegalwaru, Kab. Purwakarta, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Muhammad Asep Budiana;;-6.66676;107.35757
3191;3191;SPPG Cirebon Dukupuntang Sindangmekar 2;Jl. Nyi Ageng Serang, Sindangmekar, Kec. Dukupuntang, Kabupaten Cirebon, Jawa Barat 45652;24-09-2025;JAWA BARAT;Wilayah II;Muhamad Michael Rimero;;-6.76248;108.43704
3192;3192;SPPG Cianjur Sindangbarang Kertasari;Kampung Sukarame Desa Kertasari Kec. Sindangbarang Kab. Cianjur Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Maya Sifa Wafa Kamilah;;-7.42291;107.06587
3193;3193;SPPG Bogor Caringin Cimande;Jl. Kampung Cimande, Rt 006/Rw 002, Desa Cimande, Kec. Caringin, Kabupaten Bogor, Jawa Barat 16730;24-09-2025;JAWA BARAT;Wilayah II;Jenal Mutakin;;-6.7204;106.84204
3194;3194;SPPG Kota Cimahi Cimahi Selatan Melong 3;Jl. Cibaligo Km 2,1 No. 86 Rt.001 Rw.03, Melong, Kecamatan Cimahi Selatan, Kota Cimahi, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Muhammad Rifky Majid;;-6.92069;107.55104
3195;3195;SPPG Bandung Katapang Banyusari;Kecamatan Banyusari, Kabupaten Bandung, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Genta Desta Pratama;;-7.0469;107.71821
3196;3196;SPPG Bekasi Tambun Selatan Setiamekar 6;Jl. Kav. Hankam Raya No.59, Setiamekar, Kec. Tambun Selatan  Kabupaten Bekasi, Jawa Barat 17510;24-09-2025;JAWA BARAT;Wilayah II;Kinanti Almaska Zahra;;-6.24063;107.04773
3198;3198;SPPG Majalengka Rajagaluh Rajagaluh Lor;Jl. Prapatan Rajagaluh, Rajagaluh Lor, Kec. Rajagaluh, Kab. Majalengka, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Muhammad Alief Yazidal Bustomi;;-6.77654;108.34152
3199;3199;SPPG Garut Cisurupan Cisurupan 2;Kampung Pamoyanan Rt 03 Rw 02 Desa Cisurupan Kecamatan Cisurupan, Kab. Garut, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Rifal Ma`Rifatulloh Sofyan;;-7.30719;107.79578
3200;3200;SPPG Kota Bandung Astana Anyar Nyengseret;Jl. Nyengseret No 42 Rt 04 Rw 06, Nyengseret, Kecamatan Astana Anyar, Kota Bandung, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Muhammad David Sepriyadi Hartono;;-6.93506;107.59992
3201;3201;SPPG Tasikmalaya Salopa Kawitan;Kampung Sukasari Rt. 002/Rw. 003, Kawitan, Kec. Salopa, Kab. Tasikmalaya, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Asep Ikna;;-7.50566;108.26312
3202;3202;SPPG Tasikmalaya Cikalong Mandalajaya 2;Jl. Cidadap Kampung Leuwi Gede, Mandalajaya, Cikalong, Kabupaten Tasikmalaya, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Wildan Muhammad Anwar;;-7.74238;108.1379
3203;3203;SPPG Sukabumi Sukaraja Pasirhalang 2;Jl. Baru Sukaraja No.55, Pasirhalang, Kec. Sukaraja, Kabupaten Sukabumi, Jawa Barat 43192, Pasirhalang, Sukaraja, Kab. Sukabumi, Jawa Barat;24-09-2025;JAWA BARAT;Wilayah II;Faisal Septian;;-6.923;106.96274
3204;3204;SPPG Bandung Margahayu Sulaiman;Jalan Hercules 1, Kelurahan Sulaiman, Kecamatan Margahayu, Kabupaten Bandung, Jawa Barat.;25-08-2025;JAWA BARAT;Wilayah II;Muhammad Hanif Julfrikar Islami;;-6.98636;107.5695
3208;3208;SPPG Bogor Cigombong Watesjaya 2;Kp. Cigombong RT 02 RW 07;25-08-2025;JAWA BARAT;Wilayah II;Gaguk Hendrahayu Sektiawan ;;-6.74151;106.80295
3209;3209;SPPG Bandung Bojongsoang Bojongsoang 2;Jalan Raya Cijagra Bojongsoang No 300 Rt.06/10 Dusun Bojongsoang Kecamatan Bojongsoang Kabupaten Bandung Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Maria Vioni Madyana Putri;;-6.97767;107.63499
3211;3211;SPPG Garut Sucinaraja Tegalpanjang;Kp. Muncanglega RT 002 RW 007 Desa Tegalpanjang Kec. Sucinaraja Kab. Garut;25-08-2025;JAWA BARAT;Wilayah II;Andri Abdul Gani;;-7.18244;107.97669
3212;3212;SPPG Bandung Barat Cisarua Pasirhalang;Jalan Ciloa No. Km 6, Desa Pasirhalang, Kecamatan Cisarua, Kabupaten Bandung Barat, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Mohammad Ihfaz Nurfaizi;;-6.82451;107.52557
3214;3214;SPPG Sukabumi Cicurug Pasawahan 5;Kampung Cimalati, Rt 005/Rw 004, Desa Pasawahan, Kecamatan Cicurug, Kabupaten Sukabumi, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;M Rafli Maulana Ishak;;-6.7657;106.77339
3215;3215;SPPG Bogor Gunung Sindur Gunungsindur;Jalan Gotong Royong 1, Kampung Pabuaran RT 003 RW 002;25-08-2025;JAWA BARAT;Wilayah II;Adelia Wulandari;;-6.37564;106.67398
3216;3216;SPPG Bandung Soreang Sadu;Jalan Raya Soreang-Ciwidey No. 211, Desa Sadu, Kecamatan Soreang, Kabupaten Bandung, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Ribka Raihanah Saksono;;-7.03595;107.49931
3217;3217;SPPG Indramayu Gabuswetan Gabus Kulon;Desa Gabus Kulon, Jl Condong Blok Gabus Udik, Rt 01/Rw 02, Kecamatan Gabuswetan, Kabupaten Indramayu, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Ihsan Alif Fahsya;;-6.43937;108.07159
3218;3218;SPPG Purwakarta Purwakarta Ciseureuh 2;Griya Hegarmanah No. 21, RT. 004 RW. 002, Kelurahan Ciseureuh, Kecamatan Purwakarta, Kabupaten Purwakarta, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Judika Hamonangan Martua Simatupang;;-6.51549;107.44868
3220;3220;SPPG Karawang Cibuaya Cibuaya 2;Dusun Cibuaya 1 No. 44, Rt 005/Rw 002, Desa Cibuaya, Kecamatan Cibuaya, Kabupaten Karawang, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Muhammad Ariq Mulyana;;-6.0484;107.353
3222;3222;SPPG Cianjur Agrabinta Bojongkaso;Jalan Agrabinta, Desa Bojongkaso, Rt 05/Rw 03, Kecamatan Agrabinta, Kabupaten Cianjur, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Geri Gantara Pangestu;;-7.38938;106.85393
3223;3223;SPPG Bandung Solokanjeruk Solokanjeruk 3;Rt 002/Rw 003, Desa Solokanjeruk, Kecamatan Solokanjeruk, Kabupaten Bandung, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Taufik Abdulah;;-7.01228;107.73893
3224;3224;SPPG Cianjur Cugenang Sarampad;Kampung Sarampad, RW 01 / RW 02, Desa Sarampad, Kecamatan Cugenang, Kabupaten Cianjur, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Yadi Kuswandi;;-6.80611;107.07608
3225;3225;SPPG Cianjur Cipanas Sindanglaya;Jalan Cilengsar No.10 RT.010 RW.014 Dusun Babakan Sirnasari, Desa Cipanas, Kecamatan Cipanas, Kabupaten Cianjur, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Muhammad Yusuf Arifin, S.H;;-6.7396;107.0402
3227;3227;SPPG Kuningan Pasawahan Paniis;Jalan Paniis, Kecamatan Pasawahan, Kabupaten Kuningan, Provinsi Jawa Barat`;25-08-2025;JAWA BARAT;Wilayah II;Hegar Kharisma;;-6.97618;107.57821
3228;3228;SPPG Bandung Kertasari Cibeureum 2;Jalan Raya Cibereum, Kampung Neglasari, Rt 001 Rw 009, Desa Cibeureum, Kecamatan Kertasari, Kabupaten Bandung, Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Muhammad Wily Akbar Khairan;;-7.17765;107.67744
3229;3229;SPPG Garut Sukaresmi Sukaresmi;Kp. Pasir Luhur;25-08-2025;JAWA BARAT;Wilayah II;Ilham Sohibul Kirom;;-6.2544;106.40702
3230;3230;SPPG Bandung Barat Cisarua Jambudipa 2;Jalan Gandrung No. 80, Rt 004/Rw 010, Desa Jambudipa, Kecamatan Cisarua, Kabupaten Bandung Barat, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Dylan Ali Fachmi Anhar;;-6.81792;107.56085
3231;3231;SPPG Bogor Cileungsi Cileungsi 2;JL. SINGARANTE NO.67, KP. BARU KAUM RT03 / RW02 CILEUNGSI;25-08-2025;JAWA BARAT;Wilayah II;Dennis Oscha Cholik;;-6.39921;106.957
3232;3232;SPPG Bandung Cileunyi Cileunyi Kulon 3;Jl. Galumpit No.99, Cileunyi Kulon, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40621, Cileunyi Kulon, Cileunyi, Kab. Bandung, Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Asharizal Yudha Prawira;;-6.95148;107.74266
3233;3233;SPPG Sumedang Cimanggung Sindanggalih;Kp. Lebak Gede RT.005/RW.011, Desa. Sindanggalih, Kec. Cimanggung, Kab. Sumedang, Provinsi. Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Soleh Sutisna;;-6.95378;107.81909
3234;3234;SPPG Kota Cirebon Harjamukti Argasunya;Jalan Pramuka No. 8, Rt 003/Rw 004, Surapandan, Kelurahan Argasunya, Kecamatan Harjamukti, Kota Cirebon, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Muhammad Ardi Gunawan;;-6.77214;108.54895
3235;3235;SPPG Purwakarta Plered Citeko;Kampung Citeko Tegalkalapa, Rt 012/Rw 004, Kecamatan Plered, Kabupaten Purwakarta, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Moh Miftah Fauzi;;-6.6332;107.38296
3236;3236;SPPG Ciamis Banjarsari Banjarsari;Jalan Raya Banjarsari Ds./Kec. Banjarsari Kab. Ciamis 46383;25-08-2025;JAWA BARAT;Wilayah II;Rai Galih Gaothama;;-7.49107;108.62012
3237;3237;SPPG Bekasi Tambun Utara Karangsatria 2;Jalan Raya Rw Kalong No. 1, Desa Karangsatria, Kecamatan Tambun Utara, Kabupaten Bekasii, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Hermawan;;-6.22479;107.04388
3238;3238;SPPG Garut Cikajang Margamulya;Desa Margamulya, Kecamatan Cikajang, Kabupaten Garut, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Dimas Abdul Jabar;;-7.3698;107.75914
3239;3239;SPPG Bogor Megamendung Pasir Angin 4;Cipayung Datar, Desa Pasir Angin, Kecamatan Megamendung, Kabupaten Bogor, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Mulyadi, S.M.;;-6.65244;106.8811
3240;3240;SPPG Bandung Pacet Mekarsari;Kp. Sukanagara RT 004/ RW006 Desa. Mekarsari, Kec. Pacet, Kab. Bandung 40385;25-08-2025;JAWA BARAT;Wilayah II;Muhamad Fikri Nasrulloh;;-7.0977;107.70213
3241;3241;SPPG Kota Tasikmalaya Kawalu Kersamenak 4;Jalan Raya Cibeuti, Kelurahan Kersamenak, Kecamatan Kawalu, Kota Tasikmalaya, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Giyar Satya Friadi;;-7.38108;108.2054
3242;3242;SPPG Bandung Solokanjeruk Rancakasumba;Kp.Cibodas RT 01/06 Desa.Cibodas Kec.Solokanjeruk Kab.Bandung;25-08-2025;JAWA BARAT;Wilayah II;Moch Faizal Nasrudin;;-7.01252;107.76079
3243;3243;SPPG Bandung Barat Ngamprah Cilame;Cilame Indah RT 07 RW 20 Desa Cilame Kec. Ngamprah  No. B199. Kampung Ciharascas, Kab. Bandung Barat;25-08-2025;JAWA BARAT;Wilayah II;Ulvie Hutami Nugraha;;-6.85554;107.50794
3244;3244;SPPG Bekasi Cibitung Sukajaya;Jalan Alhuda No. 66, Kelurahan Sukajaya, Kecamatan Cibitung, Kabupaten Bekasi, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Danang Eko Satrio;;-6.24515;107.14695
3245;3245;SPPG Sukabumi Surade Citanglar 2;Jalan Raya Veteran, Kampung Pasirgaling, Rt 007/Rw 006, Desa Citanglar, Kecamatan Surade, Kabupaten Sukabumi, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Aridz Anugrah Rizky;;-7.32084;106.58313
3246;3246;SPPG Sukabumi Cibadak Cibadak 3;Jl. Raya Siliwangi ;25-08-2025;JAWA BARAT;Wilayah II;Salsabila Wahyudin;;-6.81703;106.76572
3248;3248;SPPG Kuningan Cilimus Linggajati;Jalan Ciremai No. 041, Rt 006/Rw 002, Dusun 02, Desa Linggarjati, Kecamatan Cilimus, Kabupaten Kuningan, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Lukman Nur Fadillah;;-6.88378;108.48329
3249;3249;SPPG Kota Depok Tapos Leuwinanggung;Jalan Raya Leuwinanggung, Kelurahan Leuwinanggung, Kecamatan Tapos, Kota Depok, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Agung Hudya Suad;;-6.40142;106.91033
3250;3250;SPPG Kota Bogor Bogor Utara Cibuluh 2;Jl. KH Sholeh Iskandar No 147;25-08-2025;JAWA BARAT;Wilayah II;Kardika Indra Wacana;;-6.5638;106.80962
3251;3251;SPPG Bogor Kemang Jampang; Jalan Raya jakarta Bogor, Jampang, Kemang, Kabupaten Bogor, JAMPANG, KEMANG, KAB. BOGOR, JAWA BARAT ;25-08-2025;JAWA BARAT;Wilayah II;Pratiwi Nur Absyahri;;-6.47572;106.72864
3252;3252;SPPG Kota Tasikmalaya Mangkubumi Linggajaya;Jalan Gunung Muncang, Kelurahan Linggajaya, Kecamatan Mangkubumi, Kota Tasikmalaya, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Gilang Tendi Abdillah;;-7.33565;108.19754
3253;3253;SPPG Bandung Cangkuang Bandasari;Kp Jalupang Rt 01 Rw 12 Ds. Bandasari Kec. Cangkuang Kab Bandung, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Fajar Purnama;;-7.05236;107.54259
3255;3255;SPPG Kota Bandung Sukasari Sarijadi;Jalan Sariasih No. 54, Kelurahan Sarijadi, Kecamatan Sukasari, Kota Bandung, Provinsi Jawa Barat;25-08-2025;JAWA BARAT;Wilayah II;Muhammad Youri Alkayyis, S.Tr.Sos., M.A.P.;;-6.8749;107.5758
3256;3256;SPPG Bandung Barat Padalarang Padalarang;Tb Aja Putri 2, Kp. Kepuh Rt03/Rw10, Des. Padalarang, Kec. Padalarang, Kab. Bandung Barat, Prov. Jawa Barat, Padalarang, Padalarang, Kab. Bandung Barat, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Daffa Labib Titan Hernanda Adriangga;;-6.84172;107.46744
3257;3257;SPPG Kota Bekasi Bekasi Selatan Jakamulya;Jl. Cikunir Raya No.90 Rt.003 Rw 003,  Jakamulya  Kecamatan Bekasi Selatan, Kota Bekasi - Jawa Barat, Jakamulya, Bekasi Selatan, Kota Bekasi, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Ican Setiawan;;-6.27762;106.96141
3258;3258;SPPG Kota Tasikmalaya Cibeureum Setianagara 3;Kampung Ranggon Rt/Rw 01/03, Setianagara, Kecamatan Cibeureum, Kota Tasikmalaya, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Adrian Wirahadi Pratama;;-7.3417;108.23648
3259;3259;SPPG Kota Tasikmalaya Cipedes Cipedes;Jl. Re. Martadinata No. 127, Rt. 002, Rw. 013, Cipedes, Kecamatan Cipedes, Kota Tasikmalaya, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Moh Nadzif Azmi Maulana;;-7.31018;108.21003
3260;3260;SPPG Bekasi Cikarang Barat Jatiwangi 3;Jl. Babakan Melati Rt 001 Rw 001 Kelurahan Jatiwangi, Kecamatan Cikarang Barat, Kabupaten Bekasi ;25-09-2025;JAWA BARAT;Wilayah II;Rivan Wolker Smt Nainggolan;;-6.32363;107.07831
3261;3261;SPPG Bekasi Tambun Utara Sriamur;Jl. Gabus Raya No. 6 Rt.004/Rw.002 Desa Sriamur, Kecamatan Tambun Utara, Kabupaten Bekasi, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Muhammad Mahendra Kumara Jati;;-6.18672;107.06471
3262;3262;SPPG Pangandaran Cimerak Cimerak;Dusun Bantarsari Rt 031 Rw 009, Cimerak, Kec. Cimerak, Kab. Pangandaran, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Irfan Firdaus Nugraha;;-7.7519;108.43866
3263;3263;SPPG Ciamis Cipaku Ciakar;Jl. Raya Ciakar No. 380, Ciakar, Cipaku, Kab. Ciamis, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Dani Abdurahman;;-7.0597;108.3648
3264;3264;SPPG Sukabumi Cicurug Tenjoayu;Jl. Siliwangi No. 94 Desa Tenjoayu, Kec. Cicurug, Kabupaten Sukabumi, Jawa Barat 43359;25-09-2025;JAWA BARAT;Wilayah II;Moch Aldi Al-Fadirohim;;-6.78795;106.7793
3266;3266;SPPG Kuningan Selajambe Cantilan;Desa Cantilan, Kecamatan Selajambe, Kabupaten Kuningan, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Firdan Haikal;;-7.10878;108.43943
3267;3267;SPPG Kuningan Cidahu Cieurih 2;Jalan Raya Cidahu RT 001 RW 002 Desa Cieurih Kec Cidahu Kabupaten Kuningan Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Muhamad Faza Rohmana;;-6.97495;108.65233
3268;3268;SPPG Tasikmalaya Cipatujah Darawati 3;Jl. Raya Cipatujah Rt. 018/002 Kampung Cicadas, Darawati, Kec. Cipatujah, Kab. Tasikmalaya, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Isep Rifki Nurzamzami;;-7.6683;108.07361
3269;3269;SPPG Bekasi Tambun Selatan Sumberjaya;Jl. Buwek Raya No 19 Rt 01 Rw 03, Sumberjaya, Tambun Selatan, Kabupaten Bekasi, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Daffa Dzakwan Al-Jabbar Nasution;;-6.22564;107.08904
3270;3270;SPPG Bandung Barat Cipongkor Sarinagen;Sarinagen, Kec. Cipongkor, Kabupaten Bandung Barat, Jawa Barat, Sarinagen, Cipongkor, Kab. Bandung Barat, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Ahmad Reza Trisnadi;;-6.93411;107.35822
3271;3271;SPPG Kota Cirebon Pekalipan Pekalangan 2;Jl. Kb. Belimbing 13 Rt 002 Rw 003, Kelurahan Pekalangan, Kecamatan Pekalipan Kota Cirebon, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Tengku Arief Alfian;;-6.71587;108.56063
3272;3272;SPPG Kuningan Garawangi Pakembangan;Pakembangan., Pakembangan, Kec. Garawangi, Kab. Kuningan, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Muhammad Yunus;;-7.0213;108.52551
3274;3274;SPPG Kota Bekasi Mustikajaya Padurenan 2;Kampung Kelapa Dua Jalan Al Watonia Nomor 24 - 25 Rt. 007 Rw. 008, Padurenan, Mustikajaya, Kota Bekasi, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Bayu Agung Syarifudin;;-6.31209;107.0177
3275;3275;SPPG Sukabumi Cicurug Nyangkowek 3;Jl. Raya Sukabumi Bogor Kampung Legos Rt 01 Rw 05 Desa Nyangkowek Kec. Cicurug Kab. Sukabumi, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Aditya Eka Nugraha;;-6.76256;106.80166
3276;3276;SPPG Kota Cimahi Cimahi Selatan Cibeber;Jl. Ibu Ganirah No 63 Rt 005/ Rw 005, Cibeber, Kecamatan Cimahi Selatan, Kota Cimahi, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Deanies Daffa Akbar;;-6.891;107.51998
3277;3277;SPPG Subang Subang Dangdeur 4;Blok. Cicadas Rw 20, Dangdeur, Kec. Subang, Kab. Subang, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Deni Triana;;-6.54397;107.73835
3278;3278;SPPG Kota Bekasi Jatiasih Jatikramat 3;Jl. Jatikramat Indah II No. 1 Rt 04, Rw. 11, Jatikramat Bulak, Kecamatan Jatiasih, Kota Bekasi, Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;David Frans Jordan;;-6.28262;106.94501
3279;3279;SPPG Bogor Sukajaya Sukajaya;Jl. Raya Sukajaya, Sukaraksa, Desa Sukajaya, Kecamatan Sukajaya, Kabupaten Bogor, Provinsi Jawa Barat;25-09-2025;JAWA BARAT;Wilayah II;Muhamad Pahrul Roji A.;;-6.592;106.51533
